,category,name,lon,lat,day,open,close
177,restaurants,Ceviche Soho,-0.131492614746094,51.5136702435432,2,720,1410
178,restaurants,Rossopomodoro Covent Garden,-0.127266748729596,51.5130126011976,2,720,1380
179,restaurants,Monkey & Me,-0.159375,51.519706,2,1080,1380
180,restaurants,Caravan,-0.110122750616417,51.5254718215956,2,480,1350
181,restaurants,Nobu,-0.1500369,51.5050546,2,1080,1320
182,restaurants,The English Rose Cafe and Tea Shop,-0.1444512,51.4980558,2,420,1080
183,restaurants,Rasa N16,-0.076586,51.561983,2,1080,1350
184,restaurants,Pearl Liang,-0.181188583374023,51.5192622106976,2,720,1380
185,restaurants,Waxy O'Connor's,-0.1322637,51.5107349,2,720,1380
186,restaurants,Zafferano,-0.157740090217924,51.499097748922,2,720,1380
187,restaurants,Natural Kitchen,-0.152275,51.520971,2,480,1200
188,restaurants,Garlic & Shots,-0.13152700704109,51.513850442943,2,1020,0
189,restaurants,Fishworks,-0.1520129,51.5201578,2,720,1350
190,restaurants,Salt 'n Pepper,-0.130080970437565,51.5094074028577,2,720,1380
191,restaurants,Malabar Junction,-0.1292199,51.5175678,2,1080,1380
192,restaurants,Pizza Union,-0.11983242244974,51.531051655444,2,660,0
193,restaurants,Social Eating House,-0.1363879,51.5136727,2,1080,1350
194,restaurants,Wagamama,-0.117476,51.505847,2,660,1380
195,restaurants,Giraffe,-0.1421975,51.4939137,2,480,1380
196,restaurants,Il Blandford's,-0.155747,51.520315,2,540,1350
197,restaurants,Pizzeria Pappagone,-0.1126623,51.5694126,2,1080,0
198,restaurants,Pret A Manger,-0.1494624,51.5142107,2,450,1260
199,restaurants,Clos Maggiore,-0.124695,51.51166,2,1020,1380
200,restaurants,The Palomar Restaurant,-0.1327159,51.5111632,2,1050,1410
201,restaurants,Sông Quê,-0.0768315,51.531788,2,1050,1380
202,restaurants,Hawksmoor Spitalfields,-0.075657,51.5211502,2,1020,1350
203,restaurants,Oblix At The Shard,-0.0869875,51.5052532,2,1080,1380
204,restaurants,La Trompette,-0.256036,51.491874,2,1110,1350
205,restaurants,Al Arez,-0.165289,51.498938,2,600,1410
206,restaurants,Maroush Bakehouse,-0.194478,51.49332,2,420,0
207,restaurants,Beast,-0.146885111927986,51.5152854919434,2,1050,1320
208,restaurants,Andover Arms,-0.2326856,51.4968774,2,720,1410
